collision_index,collision_year,collision_ref_no,vehicle_reference,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_imd_decile,lsoa_of_casualty,enhanced_casualty_severity,casualty_injury_based,casualty_adjusted_severity_serious,casualty_adjusted_severity_slight,casualty_distance_banding
2024161529164,2024,161529164,1,1,2,2,-1,-1,3,0,0,0,2,0,11,2,E01012884,3,1,0,1,2
2024010492571,2024,010492571,2,1,1,2,57,9,3,0,0,0,0,0,1,9,E01003895,3,1,0,1,1
2024522402101,2024,522402101,1,1,1,1,37,7,3,0,0,0,0,0,4,1,E01033367,-1,0,0.04073,0.95927,1
2024010516583,2024,010516583,2,2,1,2,65,9,3,0,0,0,0,0,9,6,E01029919,3,1,0,1,4
2024070060319,2024,070060319,1,2,2,1,17,4,3,0,0,1,0,0,9,8,E01006348,-1,0,0.06932,0.93068,1
2024501430435,2024,501430435,2,2,1,2,34,6,2,0,0,0,0,0,9,2,E01018928,6,1,1,0,3
2024052401424,2024,052401424,2,1,1,1,26,6,3,0,0,0,0,0,9,4,E01006688,-1,0,0.03307,0.96693,1
2024461523450,2024,461523450,1,1,1,1,18,4,2,0,0,0,0,0,9,6,E01024346,6,1,1,0,2
2024221442063,2024,221442063,2,2,1,1,23,5,3,0,0,0,0,0,19,4,E01029010,3,1,0,1,2
2024041422992,2024,041422992,2,1,1,1,38,7,2,0,0,0,0,0,5,3,E01025262,5,1,1,0,1
2024070148880,2024,070148880,1,1,3,2,17,4,3,6,9,0,0,0,0,10,E01033375,-1,0,0.04753,0.95247,1
2024231492367,2024,231492367,1,1,1,1,80,11,3,0,0,0,0,0,9,8,E01035036,3,1,0,1,1
2024041431810,2024,041431810,1,1,1,1,7,2,2,0,0,0,0,0,1,3,E01025138,6,1,1,0,1
2024991527520,2024,991527520,2,1,1,1,34,6,2,0,0,0,0,0,1,4,-1,5,1,1,0,3
2024010543169,2024,010543169,1,1,1,1,39,7,3,0,0,0,0,0,3,2,E01002073,3,1,0,1,2
2024122400887,2024,122400887,2,1,1,2,56,9,3,0,0,0,0,0,5,-1,-1,-1,0,0.15609,0.84391,-1
2024622400741,2024,622400741,1,1,3,2,70,10,3,5,2,0,0,0,0,-1,-1,-1,0,0.17102,0.82898,-1
2024991520586,2024,991520586,1,1,3,1,70,10,2,5,3,0,0,-1,0,9,-1,6,1,1,0,2
2024201428047,2024,201428047,1,1,3,2,52,8,2,5,3,0,0,-1,0,-1,-1,7,1,1,0,-1
2024501475601,2024,501475601,1,1,3,1,64,9,2,8,8,0,0,-1,0,1,E01020094,7,1,1,0,3
2024332400480,2024,332400480,1,1,1,2,20,4,3,0,0,0,0,0,9,10,E01025651,3,1,0,1,1
2024351408936,2024,351408936,2,3,2,1,3,1,3,0,0,2,0,0,9,-1,-1,3,1,0,1,-1
2024421428074,2024,421428074,2,2,1,2,76,11,3,0,0,0,0,0,9,8,E01022072,3,1,0,1,1
2024440173959,2024,440173959,1,1,1,2,17,4,3,0,0,0,0,0,9,9,E01035440,-1,0,0.01959,0.98041,1
2024471487133,2024,471487133,2,1,1,2,33,6,3,0,0,0,0,0,9,10,E01031741,3,1,0,1,3
2024101498622,2024,101498622,1,1,1,1,25,5,3,0,0,0,0,0,-1,-1,-1,3,1,0,1,-1
2024010522898,2024,010522898,1,2,2,1,22,5,3,0,0,1,0,0,9,9,E01003838,3,1,0,1,1
2024061404010,2024,061404010,2,2,2,2,77,11,3,0,0,1,0,0,9,8,E01025056,3,1,0,1,3
2024141511731,2024,141511731,2,3,2,1,73,10,2,0,0,1,0,0,9,9,E01027897,7,1,1,0,4
2024332400664,2024,332400664,1,2,2,2,74,10,2,0,0,1,0,0,9,10,E01025872,6,1,1,0,4
2024522401426,2024,522401426,2,1,1,1,34,6,3,0,0,0,0,0,9,3,E01033352,-1,0,0.02732,0.97268,3
2024552401181,2024,552401181,1,8,2,2,13,3,3,0,0,2,0,0,10,1,E01013859,-1,0,0.08418,0.91582,5
2024101412786,2024,101412786,1,1,3,1,29,6,3,6,9,0,0,-1,0,6,E01008750,3,1,0,1,1
2024471421121,2024,471421121,1,2,2,2,83,11,3,0,0,1,0,0,9,5,E01031529,3,1,0,1,1
2024471536595,2024,471536595,1,1,1,1,80,11,3,0,0,0,0,0,9,8,E01020963,3,1,0,1,1
202460Q047875,2024,60Q047875,2,1,2,2,55,8,3,0,0,1,0,0,9,-1,-1,-1,0,0.06162,0.93838,-1
2024201471107,2024,201471107,1,1,1,1,42,7,3,0,0,0,0,0,19,9,E01010494,3,1,0,1,1
2024361416555,2024,361416555,1,1,1,1,17,4,3,0,0,0,0,0,3,7,E01026897,3,1,0,1,2
2024141510600,2024,141510600,2,1,1,1,18,4,3,0,0,0,0,0,9,1,E01007573,3,1,0,1,1
2024221463403,2024,221463403,2,1,1,2,43,7,3,0,0,0,0,0,9,7,E01022165,3,1,0,1,3
2024361424528,2024,361424528,1,1,1,1,52,8,3,0,0,0,0,0,9,1,E01026073,3,1,0,1,5
2024401466220,2024,401466220,1,1,1,1,17,4,3,0,0,0,0,0,9,10,E01017459,3,1,0,1,1
202417S414424,2024,17S414424,1,1,3,2,36,7,2,9,5,0,0,-1,0,1,E01012089,6,1,1,0,3
2024010514628,2024,010514628,1,1,1,1,37,7,3,0,0,0,0,0,3,3,E01004211,3,1,0,1,1
2024052401349,2024,052401349,2,1,1,1,43,7,2,0,0,0,0,0,3,1,E01006768,-1,0,1,0,2
2024010504510,2024,010504510,1,1,1,2,38,7,3,0,0,0,0,0,9,2,E01001409,3,1,0,1,2
2024332400140,2024,332400140,2,3,2,2,15,3,3,0,0,1,0,0,9,4,E01013711,3,1,0,1,1
2024991445937,2024,991445937,2,1,1,2,46,8,3,0,0,0,0,0,9,8,-1,3,1,0,1,1
2024361491067,2024,361491067,2,2,1,1,81,11,3,0,0,0,0,0,9,9,E01030238,3,1,0,1,3
2024471478297,2024,471478297,1,3,2,2,25,5,3,0,0,1,0,0,9,7,E01021222,3,1,0,1,4
2024622400642,2024,622400642,1,1,1,1,83,11,3,0,0,0,0,0,9,-1,-1,-1,0,0.05459,0.94541,-1
2024101398409,2024,101398409,2,1,1,1,50,8,3,0,0,0,0,0,1,1,E01008333,3,1,0,1,1
2024010524672,2024,010524672,2,1,1,1,43,7,3,0,0,0,0,0,1,6,E01000555,3,1,0,1,1
2024070771641,2024,070771641,2,1,1,1,12,3,3,0,0,0,0,0,1,10,E01018436,3,1,0,1,1
2024991476561,2024,991476561,2,1,1,1,55,8,2,0,0,0,0,0,5,10,E01017756,7,1,1,0,5
2024010491224,2024,010491224,1,2,2,1,39,7,3,0,0,1,0,0,9,4,E01001635,3,1,0,1,2
2024101495086,2024,101495086,1,1,2,2,21,5,3,0,0,1,0,0,9,5,E01008362,3,1,0,1,1
2024221448964,2024,221448964,1,1,1,1,47,8,3,0,0,0,0,0,9,1,E01032434,3,1,0,1,4
2024351477756,2024,351477756,2,1,1,1,60,9,3,0,0,0,0,0,19,2,E01015605,3,1,0,1,1
2024061423199,2024,061423199,1,1,1,2,30,6,3,0,0,0,0,0,1,2,E01004860,3,1,0,1,1
2024311481485,2024,311481485,1,1,1,1,29,6,3,0,0,0,0,0,9,5,E01028073,3,1,0,1,1
2024371505832,2024,371505832,1,1,1,1,18,4,3,0,0,0,0,0,9,6,E01030150,3,1,0,1,4
2024411490062,2024,411490062,1,1,1,2,48,8,3,0,0,0,0,0,9,4,E01023914,3,1,0,1,1
2024421401979,2024,421401979,2,1,1,2,64,9,3,0,0,0,0,0,9,2,E01021286,3,1,0,1,3
2024631457109,2024,631457109,1,1,1,2,20,4,2,0,0,0,0,0,9,5,W01000528,6,1,1,0,2
2024101535560,2024,101535560,1,1,1,1,59,9,1,0,0,0,0,0,9,-1,-1,1,1,0,0,-1
2024201469940,2024,201469940,1,1,1,1,24,5,3,0,0,0,0,0,9,1,E01009401,3,1,0,1,1
2024221416295,2024,221416295,1,1,1,1,26,6,3,0,0,0,0,0,9,7,E01032392,3,1,0,1,3
2024430407415,2024,430407415,1,1,1,1,26,6,3,0,0,0,0,0,9,6,E01016467,-1,0,0.04246,0.95754,1
2024520402386,2024,520402386,1,2,2,2,18,4,3,0,0,1,0,0,9,7,E01029070,-1,0,0.03923,0.96077,1
2024991476685,2024,991476685,1,2,1,1,17,4,3,0,0,0,0,0,9,8,-1,3,1,0,1,1
2024131478956,2024,131478956,2,1,1,1,20,4,3,0,0,0,0,0,1,1,E01010941,3,1,0,1,1
2024010512132,2024,010512132,1,1,2,2,36,7,3,0,0,1,0,0,9,1,E01002904,3,1,0,1,1
2024231492414,2024,231492414,1,1,1,1,33,6,3,0,0,0,0,0,9,6,E01009645,3,1,0,1,3
2024522402823,2024,522402823,2,2,1,1,34,6,3,0,0,0,0,0,9,4,E01014983,-1,0,0.02669,0.97331,2
2024070297975,2024,070297975,1,2,3,2,24,5,3,5,3,0,0,0,0,2,E01012534,-1,0,0.09917,0.90083,1
2024070741448,2024,070741448,2,1,1,1,63,9,3,0,0,0,0,0,1,6,E01018617,3,1,0,1,1
2024010532011,2024,010532011,2,1,1,1,20,4,2,0,0,0,0,0,3,3,E01003101,7,1,1,0,1
2024461453397,2024,461453397,2,1,2,2,55,8,3,0,0,0,0,0,9,1,E01024581,3,1,0,1,4
2024041418937,2024,041418937,2,2,1,2,60,9,2,0,0,0,0,0,9,3,E01025138,7,1,1,0,1
2024231489435,2024,231489435,2,2,1,1,45,7,3,0,0,0,0,0,9,2,E01009610,3,1,0,1,1
2024522401470,2024,522401470,1,1,1,2,30,6,3,0,0,0,0,0,9,8,E01014826,-1,0,0.00283,0.99717,1
2024131426561,2024,131426561,1,1,3,1,8,2,3,5,2,0,0,-1,0,3,E01011489,3,1,0,1,1
2024522500325,2024,522500325,1,2,3,1,10,2,3,6,9,0,0,0,0,5,E01014843,-1,0,0.07091,0.92909,1
2024010534488,2024,010534488,1,1,1,1,30,6,3,0,0,0,0,0,9,4,E01004066,3,1,0,1,2
2024221396040,2024,221396040,2,3,2,1,16,4,3,0,0,2,0,0,9,-1,-1,3,1,0,1,-1
2024421403578,2024,421403578,1,1,1,1,31,6,3,0,0,0,0,0,9,5,E01021670,3,1,0,1,1
2024501412434,2024,501412434,2,1,1,1,45,7,2,0,0,0,0,0,9,5,E01020183,7,1,1,0,1
2024991406144,2024,991406144,2,3,1,1,54,8,3,0,0,0,0,0,9,4,-1,3,1,0,1,4
2024201495786,2024,201495786,1,1,1,1,29,6,2,0,0,0,0,0,97,1,E01009498,7,1,1,0,1
2024031452671,2024,031452671,1,1,3,2,39,7,3,5,2,0,0,-1,0,2,E01019109,3,1,0,1,2
2024311518194,2024,311518194,2,1,1,1,17,4,3,0,0,0,0,0,9,1,E01027966,3,1,0,1,1
2024461434243,2024,461434243,2,3,2,2,14,3,3,0,0,2,0,0,9,7,E01024550,3,1,0,1,3
2024501448627,2024,501448627,2,2,2,1,63,9,3,0,0,1,0,0,9,6,E01018832,3,1,0,1,3
2024552401261,2024,552401261,2,1,2,2,45,7,3,0,0,1,0,0,9,-1,-1,-1,0,0.00597,0.99403,-1
2024461479433,2024,461479433,2,4,2,2,47,8,3,0,0,0,4,0,11,5,E01016156,3,1,0,1,2
2024061433650,2024,061433650,2,2,1,2,50,8,3,0,0,0,0,0,9,10,E01005787,3,1,0,1,1
2024311533242,2024,311533242,1,1,2,1,14,3,3,0,0,2,0,0,9,4,E01016143,3,1,0,1,5
2024421398063,2024,421398063,1,1,1,2,20,4,3,0,0,0,0,0,9,9,E01029872,3,1,0,1,2
2024161526952,2024,161526952,1,3,2,2,17,4,2,0,0,2,0,0,9,6,E01012810,6,1,1,0,2
2024302400435,2024,302400435,1,2,3,1,3,1,2,1,1,0,0,0,0,2,E01013588,-1,0,1,0,1
2024052402451,2024,052402451,2,1,1,2,26,6,3,0,0,0,0,0,9,1,E01006648,-1,0,0.05599,0.94401,1
2024991479640,2024,991479640,2,1,2,2,64,9,3,0,0,2,0,0,9,9,-1,3,1,0,1,1
2024201428651,2024,201428651,1,1,3,1,32,6,3,1,3,0,0,-1,0,3,E01009178,3,1,0,1,1
2024070332256,2024,070332256,1,1,1,1,14,3,3,0,0,0,0,0,1,10,E01018411,-1,0,0.1765,0.8235,1
2024440275942,2024,440275942,2,2,1,1,28,6,2,0,0,0,0,0,9,1,E01017331,-1,0,1,0,1
2024622400431,2024,622400431,1,1,3,2,13,3,3,5,4,0,0,0,0,-1,-1,-1,0,0.10409,0.89591,-1
2024010491315,2024,010491315,2,1,1,1,27,6,3,0,0,0,0,0,3,-1,-1,3,1,0,1,-1
2024041435833,2024,041435833,2,1,2,2,72,10,2,0,0,1,0,0,9,4,E01025422,6,1,1,0,2
2024101515408,2024,101515408,1,1,2,2,22,5,3,0,0,1,0,0,9,1,E01008291,3,1,0,1,1
2024471434582,2024,471434582,1,1,1,1,26,6,3,0,0,0,0,0,9,5,E01021116,3,1,0,1,1
202454E900124,2024,54E900124,1,1,1,1,28,6,3,0,0,0,0,0,9,5,E01020452,-1,0,0.10641,0.89359,4
2024631494124,2024,631494124,1,1,1,1,28,6,2,0,0,0,0,0,9,6,W01000686,7,1,1,0,1
2024991494192,2024,991494192,2,1,1,1,43,7,3,0,0,0,0,0,9,3,-1,3,1,0,1,1
2024501472581,2024,501472581,1,1,2,1,21,5,3,0,0,0,0,0,5,5,E01034855,3,1,0,1,2
2024522402089,2024,522402089,1,1,1,1,30,6,3,0,0,0,0,0,19,6,E01014531,-1,0,0.06776,0.93224,2
2024421467259,2024,421467259,1,1,3,2,74,10,3,9,9,0,0,-1,0,7,E01022057,3,1,0,1,2
2024991492629,2024,991492629,1,1,3,1,70,10,2,10,8,0,0,-1,0,5,-1,6,1,1,0,1
2024052401181,2024,052401181,1,1,1,1,23,5,3,0,0,0,0,0,1,1,E01006648,-1,0,0.15674,0.84326,1
2024211516874,2024,211516874,3,2,1,1,77,11,3,0,0,0,0,0,9,7,E01029655,3,1,0,1,1
2024401440677,2024,401440677,2,1,1,2,39,7,3,0,0,0,0,0,9,3,E01015702,3,1,0,1,4
2024411398554,2024,411398554,2,1,1,2,40,7,3,0,0,0,0,0,9,1,E01015736,3,1,0,1,4
2024010501697,2024,010501697,1,1,3,1,5,1,3,5,1,0,0,0,0,6,E01004521,3,1,0,1,1
2024311455000,2024,311455000,2,1,1,2,40,7,3,0,0,0,0,0,1,-1,-1,3,1,0,1,-1
2024131483248,2024,131483248,2,1,1,1,20,4,3,0,0,0,0,0,9,2,E01033899,3,1,0,1,1
2024201438013,2024,201438013,1,1,1,1,32,6,3,0,0,0,0,0,9,2,E01034944,3,1,0,1,2
2024201454837,2024,201454837,1,1,1,2,51,8,3,0,0,0,0,0,9,1,E01010130,3,1,0,1,3
2024320707364,2024,320707364,2,2,1,2,31,6,3,0,0,0,0,0,9,4,E01026025,-1,0,0.03006,0.96994,3
2024010532928,2024,010532928,1,1,3,2,78,11,3,5,1,0,0,0,0,3,E01003925,3,1,0,1,1
2024320571800,2024,320571800,2,1,1,1,55,8,2,0,0,0,0,0,1,-1,-1,-1,0,1,0,-1
2024201506906,2024,201506906,1,1,1,1,35,6,3,0,0,0,0,0,9,1,E01009332,3,1,0,1,1
2024231490366,2024,231490366,1,2,2,2,28,6,3,0,0,1,0,0,9,5,E01009616,3,1,0,1,4
2024421499110,2024,421499110,1,2,2,1,8,2,3,0,0,1,0,0,9,7,E01021540,3,1,0,1,1
2024010518966,2024,010518966,1,1,3,1,35,6,3,5,1,0,0,0,0,4,E01000957,3,1,0,1,1
2024010522946,2024,010522946,1,2,3,1,65,9,1,5,1,0,0,0,0,8,E01004053,1,1,0,0,1
2024552400826,2024,552400826,1,1,3,1,42,7,2,6,9,0,0,0,0,1,E01020554,-1,0,1,0,1
2024302400808,2024,302400808,1,1,1,1,80,11,3,0,0,0,0,0,9,7,E01028124,-1,0,0.14188,0.85812,4
2024311488853,2024,311488853,1,1,1,1,17,4,3,0,0,0,0,0,9,-1,-1,3,1,0,1,-1
2024421476528,2024,421476528,2,1,1,2,19,4,3,0,0,0,0,0,9,7,E01021540,3,1,0,1,1
2024421517891,2024,421517891,2,1,1,1,51,8,3,0,0,0,0,0,9,8,E01035180,3,1,0,1,2
2024340NN3632,2024,340NN3632,2,3,1,2,71,10,3,0,0,0,0,0,9,1,E01027131,3,1,0.08447,0.91553,1
2024371475123,2024,371475123,1,1,1,2,81,11,3,0,0,0,0,0,9,8,E01004748,3,1,0,1,5
2024421491414,2024,421491414,1,1,3,1,65,9,2,5,2,0,0,-1,0,4,E01015862,7,1,1,0,1
2024991423298,2024,991423298,1,1,3,1,18,4,3,4,1,0,0,-1,0,-1,-1,3,1,0,1,-1
2024320278142,2024,320278142,1,3,1,1,43,7,1,0,0,0,0,0,5,2,E01026084,-1,0,0,0,3
2024131541899,2024,131541899,1,2,1,2,24,5,3,0,0,0,0,0,9,7,E01013026,3,1,0,1,4
2024411440656,2024,411440656,3,4,2,2,54,8,3,0,0,2,0,0,9,8,E01017458,3,1,0,1,4
2024461451142,2024,461451142,2,5,2,1,3,1,3,0,0,2,0,0,9,3,E01016128,3,1,0,1,1
2024361506380,2024,361506380,1,1,1,2,64,9,3,0,0,0,0,0,9,2,E01026607,3,1,0,1,3
2024010541305,2024,010541305,1,1,3,1,22,5,3,4,1,0,0,0,0,7,E01034801,3,1,0,1,5
2024421423853,2024,421423853,1,1,1,1,27,6,2,0,0,0,0,0,3,3,E01021888,7,1,1,0,1
2024201459638,2024,201459638,3,3,1,1,56,9,2,0,0,0,0,0,9,-1,-1,7,1,1,0,-1
2024211501225,2024,211501225,2,1,1,2,43,7,3,0,0,0,0,0,9,1,E01014261,3,1,0,1,2
2024421473115,2024,421473115,2,3,1,1,29,6,2,0,0,0,0,0,9,-1,-1,7,1,1,0,-1
2024201514205,2024,201514205,2,1,1,1,29,6,3,0,0,0,0,0,19,9,E01028749,3,1,0,1,4
2024411462581,2024,411462581,2,1,1,1,40,7,3,0,0,0,0,0,9,2,E01035571,3,1,0,1,1
2024010498699,2024,010498699,1,1,1,1,23,5,3,0,0,0,0,0,1,4,E01000488,3,1,0,1,1
2024061473368,2024,061473368,1,2,2,1,25,5,3,0,0,1,0,0,9,3,E01005761,3,1,0,1,1
2024340WN3402,2024,340WN3402,3,3,2,2,59,9,3,0,0,1,0,0,9,5,E01027158,3,1,0.11139,0.88861,1
2024411540828,2024,411540828,2,1,1,2,57,9,3,0,0,0,0,0,9,6,E01023305,3,1,0,1,1
2024520402084,2024,520402084,1,1,1,2,77,11,3,0,0,0,0,0,9,8,E01014425,-1,0,0.06732,0.93268,1
2024543648024,2024,543648024,1,2,2,1,16,4,3,0,0,1,0,0,9,10,E01032097,-1,0,0.05474,0.94526,4
2024010538453,2024,010538453,2,1,1,1,61,9,3,0,0,0,0,0,11,5,E01000330,3,1,0,1,3
2024111410723,2024,111410723,1,1,1,1,28,6,2,0,0,0,0,0,5,1,E01020716,7,1,1,0,1
2024131461313,2024,131461313,2,1,1,1,17,4,3,0,0,0,0,0,9,7,E01034266,3,1,0,1,2
2024201470866,2024,201470866,1,1,1,2,48,8,2,0,0,0,0,0,9,1,E01009059,7,1,1,0,1
2024421455343,2024,421455343,2,2,1,1,48,8,3,0,0,0,0,0,9,4,E01021834,3,1,0,1,2
2024501483710,2024,501483710,2,1,2,2,43,7,3,0,0,1,0,0,9,3,E01020285,3,1,0,1,1
2024010542198,2024,010542198,1,2,3,2,68,10,2,5,2,0,0,0,0,-1,-1,7,1,1,0,-1
2024622400833,2024,622400833,1,1,3,1,18,4,3,5,4,0,0,0,0,-1,-1,-1,0,0.084,0.916,-1
2024440311617,2024,440311617,1,1,1,1,29,6,3,0,0,0,0,0,3,6,E01035443,-1,0,0.19473,0.80527,1
2024010525879,2024,010525879,1,1,1,1,42,7,3,0,0,0,0,0,4,4,E01001886,3,1,0,1,4
2024201458664,2024,201458664,2,3,2,2,-1,-1,3,0,0,2,0,0,9,-1,-1,3,1,0,1,-1
2024201522051,2024,201522051,2,1,1,1,32,6,3,0,0,0,0,0,9,-1,-1,3,1,0,1,-1
2024440071016,2024,440071016,2,1,1,2,40,7,3,0,0,0,0,0,9,6,E01022656,-1,0,0.06163,0.93837,1
2024010510867,2024,010510867,1,1,3,2,37,7,2,8,4,0,0,0,0,2,E01000938,5,1,1,0,1
2024010532725,2024,010532725,1,1,1,1,42,7,3,0,0,0,0,0,1,3,E01003137,3,1,0,1,1
2024052402687,2024,052402687,2,1,1,1,68,10,3,0,0,0,0,0,8,2,E01007141,-1,0,0.09569,0.90431,2
2024010512199,2024,010512199,1,2,2,2,12,3,3,0,0,2,0,0,9,4,E01001737,3,1,0,1,1
2024010535359,2024,010535359,1,1,1,1,37,7,3,0,0,0,0,0,9,3,E01001143,3,1,0,1,1
2024041442933,2024,041442933,2,1,1,1,35,6,3,0,0,0,0,0,9,1,E01012640,3,1,0,1,3
2024471404894,2024,471404894,1,1,1,1,55,8,3,0,0,0,0,0,9,6,E01034824,3,1,0,1,1
2024122400902,2024,122400902,1,1,1,1,90,11,3,0,0,0,0,0,9,6,E01027701,-1,0,0.06464,0.93536,1
2024320489815,2024,320489815,2,1,1,2,26,6,3,0,0,0,0,0,9,2,E01026175,-1,0,0.06734,0.93266,2
2024411406772,2024,411406772,2,1,1,2,37,7,3,0,0,0,0,0,9,5,E01023575,3,1,0,1,3
2024991499299,2024,991499299,2,1,1,2,88,11,2,0,0,0,0,0,9,6,-1,6,1,1,0,4
2024010525577,2024,010525577,2,1,1,1,-1,-1,2,0,0,0,0,0,-1,-1,-1,7,1,1,0,-1
2024161409603,2024,161409603,3,1,1,1,17,4,3,0,0,0,0,0,-1,2,E01035481,3,1,0,1,1
2024991503202,2024,991503202,1,1,1,1,60,9,3,0,0,0,0,0,97,10,-1,3,1,0,1,4
2024161522859,2024,161522859,1,1,1,1,32,6,2,0,0,0,0,0,1,3,E01012866,7,1,1,0,1
202417H102324,2024,17H102324,1,4,2,2,14,3,3,0,0,2,0,0,9,2,E01020792,3,1,0,1,3
2024351510491,2024,351510491,1,2,1,2,60,9,3,0,0,0,0,0,9,6,E01030151,3,1,0,1,2
2024552400966,2024,552400966,1,1,1,2,42,7,3,0,0,0,0,0,9,7,E01015370,-1,0,0.01896,0.98104,1
2024101430674,2024,101430674,1,1,1,1,31,6,3,0,0,0,0,0,20,-1,-1,3,1,0,1,-1
2024010518478,2024,010518478,1,1,3,1,14,3,3,4,1,0,0,0,0,4,E01034210,3,1,0,1,1
2024010505855,2024,010505855,2,1,1,1,39,7,2,0,0,0,0,0,3,3,E01004367,-1,0,1,0,1
2024430469143,2024,430469143,2,1,1,1,51,8,3,0,0,0,0,0,9,5,E01034427,-1,0,0.01097,0.98903,4
2024471409021,2024,471409021,2,1,1,2,53,8,3,0,0,0,0,0,1,4,E01016955,3,1,0,1,1
2024451529284,2024,451529284,2,1,1,2,41,7,3,0,0,0,0,0,9,9,E01030781,3,1,0,1,1
2024501408224,2024,501408224,1,1,1,2,52,8,3,0,0,0,0,0,9,2,E01018751,3,1,0,1,1
2024520402582,2024,520402582,3,3,1,1,23,5,3,0,0,0,0,0,9,2,E01029239,-1,0,0.028,0.972,3
2024010525478,2024,010525478,1,1,1,1,32,6,3,0,0,0,0,0,-1,4,E01002447,3,1,0,1,1
2024131395269,2024,131395269,1,1,3,1,81,11,2,8,6,0,0,-1,0,6,E01010933,7,1,1,0,1
2024440424503,2024,440424503,1,1,1,2,12,3,3,0,0,0,0,0,1,10,E01023073,-1,0,0.10124,0.89876,1
2024010546017,2024,010546017,2,1,1,1,38,7,3,0,0,0,0,0,2,3,E01024396,3,1,0,1,4
2024010540117,2024,010540117,1,1,1,1,27,6,2,0,0,0,0,0,5,4,E01000189,7,1,1,0,1
2024320195503,2024,320195503,1,1,1,2,40,7,3,0,0,0,0,0,5,2,E01013858,-1,0,0.18209,0.81791,4
2024131406403,2024,131406403,1,1,1,1,71,10,3,0,0,0,0,0,9,4,E01011463,3,1,0,1,1
2024131428008,2024,131428008,2,1,1,1,34,6,3,0,0,0,0,0,9,1,E01011434,3,1,0,1,1
2024010501440,2024,010501440,1,1,3,2,33,6,3,1,1,0,0,0,0,2,E01004089,3,1,0,1,1
2024141393618,2024,141393618,1,1,3,2,20,4,2,9,9,0,0,-1,0,-1,-1,7,1,1,0,-1
2024010530773,2024,010530773,1,1,1,1,27,6,3,0,0,0,0,0,9,2,E01000013,3,1,0,1,1
2024351519250,2024,351519250,2,2,2,1,19,4,3,0,0,1,0,0,9,2,E01015595,3,1,0,1,1
2024010507966,2024,010507966,1,1,1,1,34,6,2,0,0,0,0,0,3,-1,-1,7,1,1,0,-1
2024440338372,2024,440338372,1,1,1,2,23,5,3,0,0,0,0,0,9,9,E01017046,-1,0,0.06835,0.93165,1
2024451456204,2024,451456204,1,1,1,1,32,6,2,0,0,0,0,0,9,3,E01003135,7,1,1,0,3
2024010523854,2024,010523854,1,1,3,1,58,9,3,8,5,0,0,0,0,3,E01002375,3,1,0,1,1
2024332400546,2024,332400546,1,1,3,2,12,3,2,5,3,0,0,-1,0,7,E01025941,6,1,1,0,1
2024471492139,2024,471492139,1,1,3,2,42,7,3,10,1,0,0,-1,0,6,E01021080,3,1,0,1,1
2024622400265,2024,622400265,1,1,1,1,55,8,3,0,0,0,0,0,1,-1,-1,-1,0,0.12423,0.87577,-1
2024010491490,2024,010491490,1,1,1,1,31,6,3,0,0,0,0,0,3,6,E01000284,3,1,0,1,1
2024010500335,2024,010500335,1,1,1,1,22,5,3,0,0,0,0,0,3,2,E01001427,3,1,0,1,1
2024361502482,2024,361502482,1,1,1,1,19,4,3,0,0,0,0,0,3,6,E01026757,3,1,0,1,3
2024411513111,2024,411513111,2,1,1,1,41,7,3,0,0,0,0,0,3,4,E01000621,3,1,0,1,3
2024991503733,2024,991503733,1,1,1,1,45,7,2,0,0,0,0,0,9,4,-1,7,1,1,0,1
2024010516755,2024,010516755,2,1,1,1,20,4,3,0,0,0,0,0,-1,2,E01003346,3,1,0,1,1
2024101461851,2024,101461851,2,3,2,1,5,1,3,0,0,2,0,0,9,5,E01020590,3,1,0,1,2
2024221501372,2024,221501372,1,1,1,2,19,4,2,0,0,0,0,0,9,1,W01000240,7,1,1,0,4
2024010535545,2024,010535545,1,1,1,1,27,6,2,0,0,0,0,0,1,2,E01000074,7,1,1,0,2
2024451447712,2024,451447712,1,1,1,1,18,4,3,0,0,0,0,0,1,9,E01030334,3,1,0,1,1
2024141455005,2024,141455005,2,1,1,2,35,6,3,0,0,0,0,0,9,5,E01007441,3,1,0,1,1
2024211551306,2024,211551306,2,1,2,1,23,5,2,0,0,1,0,0,9,-1,-1,6,1,1,0,-1
2024545092024,2024,545092024,2,1,1,1,27,6,3,0,0,0,0,0,9,7,E01032016,-1,0,0.01653,0.98347,1
2024991474544,2024,991474544,2,1,1,2,52,8,3,0,0,0,0,0,9,-1,-1,3,1,0,1,-1
2024311442537,2024,311442537,2,1,1,1,35,6,3,0,0,0,0,0,1,2,E01028269,3,1,0,1,1
2024440119831,2024,440119831,1,1,1,1,61,9,2,0,0,0,0,0,1,7,E01022627,-1,0,1,0,3
2024010557631,2024,010557631,1,1,1,1,51,8,3,0,0,0,0,0,4,4,E01004019,3,1,0,1,1
2024041450004,2024,041450004,2,1,2,2,59,9,3,0,0,1,0,0,9,10,E01025466,3,1,0,1,1
2024111489052,2024,111489052,2,2,2,2,54,8,3,0,0,1,0,0,9,8,E01020750,3,1,0,1,2
2024311398419,2024,311398419,2,2,1,1,44,7,3,0,0,0,0,0,9,-1,-1,3,1,0,1,-1
