collision_index,collision_year,collision_ref_no,vehicle_reference,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_imd_decile,lsoa_of_casualty,enhanced_casualty_severity,casualty_injury_based,casualty_adjusted_severity_serious,casualty_adjusted_severity_slight,casualty_distance_banding
2024522500316,2024,522500316,1,1,1,1,22,5,3,0,0,0,0,0,1,1,E01014658,-1,0,0.02851,0.97149,2
2024361394878,2024,361394878,1,1,3,2,24,5,3,5,3,0,0,-1,0,3,E01026817,3,1,0,1,1
2024361428610,2024,361428610,2,4,2,1,2,1,3,0,0,2,0,0,9,-1,-1,3,1,0,1,-1
2024411447195,2024,411447195,1,1,1,2,69,10,3,0,0,0,0,0,9,10,E01023667,3,1,0,1,2
2024461451339,2024,461451339,1,1,1,2,58,9,3,0,0,0,0,0,9,3,E01024001,3,1,0,1,2
2024010504354,2024,010504354,2,1,1,1,-1,-1,3,0,0,0,0,0,1,5,E01001855,3,1,0,1,1
2024622400631,2024,622400631,1,1,3,2,52,8,3,6,9,0,0,0,0,-1,-1,-1,0,0.06262,0.93738,-1
2024451472904,2024,451472904,1,2,2,2,21,5,3,0,0,0,0,0,5,6,E01017851,3,1,0,1,4
2024010513770,2024,010513770,1,2,2,1,41,7,3,0,0,2,0,0,9,6,E01002586,3,1,0,1,4
2024010522803,2024,010522803,1,1,1,1,27,6,2,0,0,0,0,0,9,10,E01002467,6,1,1,0,1
2024461543253,2024,461543253,2,1,1,2,49,8,3,0,0,0,0,0,9,2,E01024840,3,1,0,1,1
2024052400789,2024,052400789,1,1,3,2,5,1,3,9,7,0,0,0,0,5,E01006894,-1,0,0.12951,0.87049,1
2024010542454,2024,010542454,1,1,1,2,42,7,3,0,0,0,0,0,9,8,E01000649,3,1,0,1,1
2024041480255,2024,041480255,1,4,2,1,27,6,3,0,0,2,0,0,9,1,E01010824,3,1,0,1,4
2024421447307,2024,421447307,1,1,2,2,3,1,3,0,0,2,0,0,9,4,E01022016,3,1,0,1,1
2024552400738,2024,552400738,2,1,1,2,36,7,2,0,0,0,0,0,9,6,E01034375,-1,0,1,0,2
2024991504905,2024,991504905,1,1,1,1,74,10,2,0,0,0,0,0,9,8,-1,6,1,1,0,1
2024070262931,2024,070262931,1,1,2,2,31,6,2,0,0,1,0,0,19,9,E01018494,-1,0,1,0,1
2024430588377,2024,430588377,1,1,1,1,52,8,3,0,0,0,0,0,9,8,E01016780,-1,0,0.08507,0.91493,1
2024471509668,2024,471509668,1,1,1,2,33,6,2,0,0,0,0,0,9,9,E01031630,5,1,1,0,1
2024547921424,2024,547921424,1,2,2,1,54,8,3,0,0,1,0,0,9,6,E01022338,-1,0,0.09955,0.90045,4
2024131450358,2024,131450358,2,2,2,1,33,6,2,0,0,1,0,0,9,6,E01011885,7,1,1,0,3
2024371415314,2024,371415314,2,3,2,2,11,3,3,0,0,2,0,0,9,-1,-1,3,1,0,1,-1
2024440087662,2024,440087662,2,1,1,1,58,9,3,0,0,0,0,0,9,3,E01017228,-1,0,0.06304,0.93696,1
2024520402228,2024,520402228,1,1,1,1,77,11,2,0,0,0,0,0,9,7,E01029056,-1,0,1,0,2
2024991532470,2024,991532470,1,10,2,1,13,3,3,0,0,0,4,0,11,-1,-1,3,1,0,1,-1
2024201472031,2024,201472031,2,1,1,1,18,4,3,0,0,0,0,0,9,2,E01009887,3,1,0,1,1
2024332400782,2024,332400782,2,1,2,2,17,4,2,0,0,1,0,0,9,7,E01025664,5,1,1,0,2
2024421467286,2024,421467286,2,1,2,2,11,3,2,0,0,1,0,0,9,9,E01033721,7,1,1,0,1
2024991511470,2024,991511470,1,1,1,1,38,7,3,0,0,0,0,0,9,1,-1,3,1,0,1,1
2024421409646,2024,421409646,2,1,1,2,45,7,3,0,0,0,0,0,9,2,E01024677,3,1,0,1,4
2024421505335,2024,421505335,1,1,3,1,49,8,3,5,1,0,0,-1,0,5,E01021843,3,1,0,1,1
2024201515322,2024,201515322,1,1,1,1,21,5,2,0,0,0,0,0,9,10,E01009666,7,1,1,0,1
2024501498214,2024,501498214,2,1,1,1,56,9,3,0,0,0,0,0,9,5,E01015188,3,1,0,1,4
2024010548649,2024,010548649,1,1,3,1,64,9,3,5,2,0,0,0,0,9,E01002903,3,1,0,1,1
2024041396655,2024,041396655,1,1,3,2,11,3,3,5,3,0,0,-1,0,2,E01025044,3,1,0,1,1
2024061459126,2024,061459126,1,1,3,2,49,8,3,5,9,0,0,-1,0,-1,-1,3,1,0,1,-1
2024481472276,2024,481472276,1,1,3,1,71,10,3,1,1,0,0,-1,0,-1,-1,3,1,0,1,-1
2024451442434,2024,451442434,2,1,1,1,55,8,2,0,0,0,0,0,3,6,E01030684,7,1,1,0,1
2024421443342,2024,421443342,1,1,2,2,41,7,3,0,0,1,0,0,9,6,E01035706,3,1,0,1,4
2024311399673,2024,311399673,1,1,3,1,2,1,2,9,9,0,0,-1,0,2,E01027942,7,1,1,0,1
2024991429276,2024,991429276,1,1,1,2,41,7,2,0,0,0,0,0,5,6,-1,5,1,1,0,2
2024201456108,2024,201456108,2,4,2,2,28,6,3,0,0,2,0,0,8,2,E01027198,3,1,0,1,4
2024401537216,2024,401537216,1,1,1,1,51,8,3,0,0,0,0,0,9,9,E01017582,3,1,0,1,1
2024461490677,2024,461490677,2,1,1,1,56,9,2,0,0,0,0,0,5,5,E01024594,7,1,1,0,1
2024010544827,2024,010544827,1,1,1,2,47,8,3,0,0,0,0,0,9,6,E01001599,3,1,0,1,1
2024041482383,2024,041482383,2,1,2,1,12,3,2,0,0,2,0,0,9,8,E01025347,7,1,1,0,3
2024010489276,2024,010489276,1,1,2,1,52,8,3,0,0,0,4,0,11,-1,-1,3,1,0,1,-1
2024131422196,2024,131422196,2,1,1,1,43,7,2,0,0,0,0,0,-1,7,E01011277,7,1,1,0,1
2024010511708,2024,010511708,1,1,1,1,28,6,3,0,0,0,0,0,3,6,E01002676,3,1,0,1,1
2024221450126,2024,221450126,3,2,1,2,55,8,2,0,0,0,0,0,9,6,E01028973,7,1,1,0,1
2024401468693,2024,401468693,2,1,1,1,24,5,2,0,0,0,0,0,9,10,E01023412,5,1,1,0,4
2024451419708,2024,451419708,2,1,1,1,29,6,3,0,0,0,0,0,9,10,E01023694,3,1,0,1,4
2024991409605,2024,991409605,1,1,1,2,37,7,2,0,0,0,0,0,9,6,-1,6,1,1,0,4
2024411433348,2024,411433348,2,1,1,1,46,8,2,0,0,0,0,0,3,1,E01001442,6,1,1,0,1
2024131491895,2024,131491895,2,2,1,2,32,6,2,0,0,0,0,0,9,1,E01011032,6,1,1,0,1
2024411492990,2024,411492990,2,2,2,2,23,5,3,0,0,2,0,0,9,6,E01023518,3,1,0,1,3
2024440049917,2024,440049917,1,1,1,1,27,6,3,0,0,0,0,0,9,2,E01022949,-1,0,0.01545,0.98455,1
2024531404850,2024,531404850,1,1,3,1,11,3,3,8,1,0,0,-1,0,2,E01022458,3,1,0,1,1
2024010509185,2024,010509185,1,1,1,1,29,6,3,0,0,0,0,0,3,3,E01003599,3,1,0,1,2
2024201413878,2024,201413878,2,3,2,2,11,3,3,0,0,2,0,0,9,-1,-1,3,1,0,1,-1
2024340NN3912,2024,340NN3912,1,1,2,2,12,3,3,0,0,2,0,0,9,-1,-1,3,1,0.06339,0.93661,-1
2024430223802,2024,430223802,1,1,1,2,34,6,3,0,0,0,0,0,9,5,E01004624,-1,0,0.03881,0.96119,4
2024520402419,2024,520402419,2,3,2,1,72,10,3,0,0,1,0,0,9,5,E01029208,-1,0,0.07295,0.92705,1
2024221443023,2024,221443023,2,2,1,1,59,9,3,0,0,0,0,0,90,2,E01009874,3,1,0,1,4
2024161490024,2024,161490024,1,1,3,2,44,7,3,5,1,0,0,-1,0,1,E01012856,3,1,0,1,1
2024010499777,2024,010499777,2,1,1,2,16,4,3,0,0,0,0,0,1,3,E01004020,3,1,0,1,1
2024010511617,2024,010511617,1,1,2,1,55,8,2,0,0,0,1,0,11,1,E01033598,5,1,1,0,1
2024010538732,2024,010538732,1,1,2,1,69,10,3,0,0,0,4,0,11,-1,-1,3,1,0,1,-1
2024430326987,2024,430326987,1,1,3,1,4,1,3,9,5,0,0,0,0,-1,-1,-1,0,0.16104,0.83896,-1
2024430580025,2024,430580025,2,1,1,1,24,5,3,0,0,0,0,0,3,-1,-1,-1,0,0.05383,0.94617,-1
2024631497123,2024,631497123,1,1,1,1,51,8,3,0,0,0,0,0,5,7,W01001452,3,1,0,1,3
2024161519128,2024,161519128,2,1,1,2,52,8,3,0,0,0,0,0,9,1,E01012834,3,1,0,1,2
2024520401513,2024,520401513,2,2,2,1,72,10,3,0,0,2,0,0,9,5,E01020503,-1,0,0.02865,0.97135,3
2024302401388,2024,302401388,1,1,3,2,86,11,2,6,9,0,0,0,0,4,E01013934,-1,0,1,0,3
2024010537801,2024,010537801,2,1,1,1,22,5,3,0,0,0,0,0,3,3,E01003235,3,1,0,1,1
2024201467605,2024,201467605,1,1,3,1,22,5,3,7,1,0,0,-1,0,1,E01009396,3,1,0,1,1
2024451481589,2024,451481589,2,1,1,1,14,3,2,0,0,0,0,0,1,4,E01030615,7,1,1,0,3
2024031442561,2024,031442561,1,1,1,1,85,11,3,0,0,0,0,0,9,-1,-1,3,1,0,1,-1
2024201492850,2024,201492850,2,1,1,2,65,9,3,0,0,0,0,0,9,2,E01009587,3,1,0,1,1
2024302400508,2024,302400508,1,4,1,2,37,7,3,0,0,0,0,0,9,7,E01019418,-1,0,0.07108,0.92892,2
2024461502754,2024,461502754,2,1,1,1,56,9,3,0,0,0,0,0,9,7,E01024242,3,1,0,1,2
2024471449182,2024,471449182,1,4,2,1,12,3,3,0,0,2,0,0,9,4,E01021045,3,1,0,1,4
2024991482421,2024,991482421,2,4,1,2,70,10,3,0,0,0,0,0,9,-1,-1,3,1,0,1,-1
2024161505283,2024,161505283,1,1,3,1,37,7,2,1,3,0,0,-1,0,1,E01012786,7,1,1,0,2
2024010524513,2024,010524513,1,1,1,1,9,2,3,0,0,0,0,0,1,4,E01004302,3,1,0,1,1
2024010497244,2024,010497244,1,1,1,1,49,8,3,0,0,0,0,0,8,9,E01015939,3,1,0,1,3
2024101475735,2024,101475735,2,3,2,2,10,2,3,0,0,2,0,0,9,6,E01012178,3,1,0,1,4
2024501509132,2024,501509132,2,1,2,1,84,11,2,0,0,0,0,0,9,8,E01023170,7,1,1,0,5
2024610019624,2024,610019624,2,1,1,1,-1,-1,3,0,0,1,0,0,9,-1,-1,-1,0,0.02077,0.97923,-1
2024101427677,2024,101427677,1,1,3,1,64,9,3,5,1,0,0,-1,0,6,E01008574,3,1,0,1,1
2024010544463,2024,010544463,1,1,1,1,16,4,2,0,0,0,0,0,1,3,E01003922,7,1,1,0,1
2024010520912,2024,010520912,2,1,1,1,37,7,3,0,0,0,0,0,9,6,E01034596,3,1,0,1,1
2024501400819,2024,501400819,1,3,2,1,18,4,3,0,0,2,0,0,9,7,E01020338,3,1,0,1,2
2024501483649,2024,501483649,2,2,2,2,37,7,3,0,0,1,0,0,9,6,E01019942,3,1,0,1,3
2024549003224,2024,549003224,2,1,1,2,27,6,3,0,0,0,0,0,9,5,E01014533,-1,0,0.01383,0.98617,4
2024991453097,2024,991453097,3,1,1,1,42,7,3,0,0,0,0,0,9,3,E01027388,3,1,0,1,4
2024501492438,2024,501492438,1,1,3,1,59,9,3,6,7,0,0,-1,0,5,E01020137,3,1,0,1,1
2024010497490,2024,010497490,2,1,1,1,49,8,3,0,0,0,0,0,8,-1,-1,3,1,0,1,-1
2024201434153,2024,201434153,2,1,1,2,31,6,3,0,0,0,0,0,9,1,E01009092,3,1,0,1,1
2024320110701,2024,320110701,2,2,1,1,65,9,3,0,0,0,0,0,19,6,E01026205,-1,0,0.06785,0.93215,3
2024010509543,2024,010509543,1,1,1,1,34,6,3,0,0,0,0,0,3,4,E01003530,3,1,0,1,1
2024052401133,2024,052401133,2,2,2,1,15,3,3,0,0,1,0,0,9,7,E01007282,-1,0,0.03514,0.96486,2
2024052401585,2024,052401585,1,1,1,1,12,3,3,0,0,0,0,0,1,1,E01007290,-1,0,0.15683,0.84317,1
2024131503587,2024,131503587,1,1,1,1,68,10,2,0,0,0,0,0,9,2,E01010759,7,1,1,0,2
2024311420043,2024,311420043,1,1,1,1,50,8,3,0,0,0,0,0,9,-1,-1,3,1,0,1,-1
2024320741889,2024,320741889,1,1,2,1,17,4,3,0,0,1,0,0,9,1,E01013205,-1,0,0.11942,0.88058,3
2024401462735,2024,401462735,2,5,2,2,52,8,2,0,0,2,0,0,9,2,E01033807,5,1,1,0,1
2024401578226,2024,401578226,2,1,1,2,36,7,3,0,0,0,0,0,9,4,E01017581,3,1,0,1,2
2024010503306,2024,010503306,1,1,1,1,31,6,3,0,0,0,0,0,1,3,E01003126,3,1,0,1,1
2024471461902,2024,471461902,2,2,1,2,60,9,3,0,0,0,0,0,9,4,E01031426,3,1,0,1,1
2024010508145,2024,010508145,1,1,1,1,18,4,3,0,0,0,0,0,9,9,E01004638,3,1,0,1,2
2024010517797,2024,010517797,5,3,1,1,47,8,3,0,0,0,0,0,8,3,E01033944,3,1,0,1,2
2024061434863,2024,061434863,1,1,1,1,46,8,3,0,0,0,0,0,19,2,E01006010,3,1,0,1,1
2024471514991,2024,471514991,1,1,1,1,53,8,3,0,0,0,0,0,19,4,E01015948,3,1,0,1,4
2024361469561,2024,361469561,1,1,1,1,41,7,3,0,0,0,0,0,5,6,E01026760,3,1,0,1,2
2024302401701,2024,302401701,1,1,3,1,36,7,3,6,9,0,0,-1,0,6,E01019585,3,1,0,1,1
2024461426361,2024,461426361,1,1,1,2,68,10,2,0,0,0,0,0,9,8,E01024844,7,1,1,0,1
2024131396499,2024,131396499,1,1,3,2,13,3,3,6,9,0,0,-1,0,1,E01011423,3,1,0,1,1
2024991517276,2024,991517276,1,1,2,2,61,9,3,0,0,0,3,0,11,9,-1,3,1,0,1,1
2024610041624,2024,610041624,1,2,2,1,26,6,3,0,0,1,0,0,19,-1,-1,-1,0,0.12128,0.87872,-1
2024131460873,2024,131460873,1,1,3,1,33,6,3,8,5,0,0,-1,0,2,E01011313,3,1,0,1,1
2024211514496,2024,211514496,1,1,3,1,12,3,3,1,1,0,0,-1,0,-1,-1,3,1,0,1,-1
2024440104071,2024,440104071,1,1,3,1,19,4,3,5,3,0,0,0,0,8,E01001100,-1,0,0.14581,0.85419,4
2024061468242,2024,061468242,2,1,1,1,78,11,3,0,0,0,0,0,9,3,E01005872,3,1,0,1,1
2024122400850,2024,122400850,2,1,1,2,25,5,3,0,0,0,0,0,9,8,E01027677,-1,0,0.01347,0.98653,1
2024201531626,2024,201531626,2,1,1,1,28,6,2,0,0,0,0,0,9,10,E01010152,7,1,1,0,3
202460Q007787,2024,60Q007787,1,1,1,1,27,6,3,0,0,0,0,0,9,-1,-1,-1,0,0.15643,0.84357,-1
2024010488245,2024,010488245,1,2,2,2,-1,-1,3,0,0,0,3,0,11,9,E01003896,3,1,0,1,1
2024061396353,2024,061396353,2,3,1,1,28,6,3,0,0,0,0,0,9,7,E01006303,3,1,0,1,1
2024201518758,2024,201518758,2,2,2,1,39,7,3,0,0,2,0,0,9,1,E01013942,3,1,0,1,4
2024471464876,2024,471464876,1,1,1,2,50,8,3,0,0,0,0,0,9,10,E01035339,3,1,0,1,1
2024010496130,2024,010496130,1,1,1,1,32,6,3,0,0,0,0,0,1,2,E01003055,3,1,0,1,1
2024101428567,2024,101428567,1,1,1,1,62,9,3,0,0,0,0,0,20,-1,-1,3,1,0,1,-1
2024201470519,2024,201470519,1,1,3,1,28,6,2,5,1,0,0,-1,0,6,E01008968,7,1,1,0,3
2024520001833,2024,520001833,1,1,2,2,16,4,2,0,0,0,4,0,11,4,E01014928,-1,0,1,0,3
2024010514133,2024,010514133,1,1,1,1,34,6,3,0,0,0,0,0,9,-1,-1,3,1,0,1,-1
2024010538481,2024,010538481,1,1,2,-1,8,2,3,0,0,2,0,0,9,6,E01024301,3,1,0,1,3
2024061443830,2024,061443830,3,6,1,1,33,6,3,0,0,0,0,0,9,1,E01005953,3,1,0,1,1
2024122401002,2024,122401002,1,1,2,2,2,1,3,0,0,2,0,0,9,-1,-1,-1,0,0.04422,0.95578,-1
2024231406834,2024,231406834,1,1,1,2,43,7,3,0,0,0,0,0,9,9,E01031220,3,1,0,1,1
2024461514976,2024,461514976,1,1,1,1,77,11,3,0,0,0,0,0,9,7,E01021112,3,1,0,1,4
2024440500361,2024,440500361,1,1,1,1,20,4,2,0,0,0,0,0,4,2,E01023006,-1,0,1,0,1
2024201469271,2024,201469271,1,1,3,1,23,5,3,5,1,0,0,-1,0,1,E01009360,3,1,0,1,1
2024461416951,2024,461416951,1,1,3,2,12,3,3,4,3,0,0,-1,0,2,E01024305,3,1,0,1,1
2024522402907,2024,522402907,1,1,3,2,10,2,3,5,9,0,0,0,0,4,E01014576,-1,0,0.09574,0.90426,1
2024622400097,2024,622400097,1,1,3,2,77,11,3,7,3,0,0,0,0,-1,-1,-1,0,0.08476,0.91524,-1
2024520402532,2024,520402532,1,1,1,1,39,7,3,0,0,0,0,0,1,7,E01029225,-1,0,0.08343,0.91657,1
2024201501652,2024,201501652,2,1,1,1,28,6,3,0,0,0,0,0,9,9,E01031289,3,1,0,1,2
2024451438312,2024,451438312,2,2,2,2,78,11,2,0,0,1,0,0,9,8,E01031732,6,1,1,0,2
2024041421180,2024,041421180,1,1,3,1,7,2,3,5,4,0,0,-1,0,1,E01012675,3,1,0,1,1
2024311435456,2024,311435456,1,1,3,2,58,9,3,10,3,0,0,-1,0,-1,-1,3,1,0,1,-1
2024010515960,2024,010515960,1,1,1,1,62,9,3,0,0,0,0,0,3,7,E01003434,3,1,0,1,1
2024041455281,2024,041455281,1,1,1,1,25,5,2,0,0,0,0,0,5,3,E01024952,7,1,1,0,1
2024010514294,2024,010514294,2,1,1,1,29,6,3,0,0,0,0,0,3,5,E01001914,3,1,0,1,1
2024010540505,2024,010540505,1,1,1,1,28,6,3,0,0,0,0,0,3,5,E01002179,3,1,0,1,2
2024041431440,2024,041431440,2,1,1,1,45,7,3,0,0,0,0,0,3,4,E01012729,3,1,0,1,1
2024501412486,2024,501412486,2,1,1,2,73,10,2,0,0,0,0,0,3,4,E01015221,7,1,1,0,1
2024010522387,2024,010522387,2,1,1,-1,-1,-1,3,0,0,0,0,0,1,2,E01001850,3,1,0,1,1
2024010527926,2024,010527926,1,1,1,1,54,8,3,0,0,0,0,0,1,-1,-1,3,1,0,1,-1
2024010545776,2024,010545776,1,1,1,1,28,6,3,0,0,0,0,0,1,5,E01002004,3,1,0,1,2
2024211451788,2024,211451788,1,1,1,2,57,9,3,0,0,0,0,0,5,2,E01032896,3,1,0,1,1
2024010503978,2024,010503978,1,1,3,2,61,9,2,4,3,0,0,0,0,6,W01000242,6,1,1,0,5
2024010544493,2024,010544493,1,1,3,1,-1,-1,3,10,9,0,0,0,0,4,E01002411,3,1,0,1,1
2024311427935,2024,311427935,2,1,1,1,63,9,2,0,0,0,0,0,5,8,E01028350,7,1,1,0,3
2024141457323,2024,141457323,1,3,1,1,65,9,3,0,0,0,0,0,9,10,E01008146,3,1,0,1,2
2024211535692,2024,211535692,1,1,2,2,21,5,3,0,0,1,0,0,9,4,E01015724,3,1,0,1,5
2024320278984,2024,320278984,2,2,2,2,4,1,3,0,0,2,0,0,9,2,E01028029,-1,0,0.03208,0.96792,5
2024421402705,2024,421402705,2,2,2,2,15,3,2,0,0,1,0,0,9,8,E01034363,7,1,1,0,1
2024501491416,2024,501491416,1,1,1,2,55,8,3,0,0,0,0,0,9,6,E01020074,3,1,0,1,1
2024141439084,2024,141439084,2,1,1,1,21,5,2,0,0,0,0,0,1,10,E01011179,7,1,1,0,2
2024451487746,2024,451487746,2,1,1,1,14,3,3,0,0,0,0,0,1,7,E01030648,3,1,0,1,1
2024010544432,2024,010544432,2,1,1,1,27,6,2,0,0,0,0,0,3,6,E01000568,7,1,1,0,1
2024161479040,2024,161479040,1,1,1,2,18,4,3,0,0,0,0,0,3,4,E01012797,3,1,0,1,1
2024411447231,2024,411447231,1,4,2,2,13,3,3,0,0,2,0,0,9,1,E01008884,3,1,0,1,5
2024440300799,2024,440300799,1,2,2,2,17,4,3,0,0,1,0,0,9,5,E01023079,-1,0,0.00404,0.99596,2
2024501494562,2024,501494562,1,1,2,2,54,8,3,0,0,1,0,0,9,7,E01019973,3,1,0,1,3
2024010535390,2024,010535390,1,1,3,1,22,5,3,10,9,0,0,0,0,6,E01000850,3,1,0,1,1
2024101509496,2024,101509496,1,1,3,1,61,9,3,5,3,0,0,-1,0,1,E01035622,3,1,0,1,1
2024332401042,2024,332401042,1,1,3,1,13,3,3,5,1,0,0,-1,0,10,E01025970,3,1,0,1,1
2024010516510,2024,010516510,1,1,1,1,25,5,3,0,0,0,0,0,1,9,E01004596,3,1,0,1,1
2024131453288,2024,131453288,2,1,1,1,30,6,2,0,0,0,0,0,1,1,E01011493,6,1,1,0,1
2024401512116,2024,401512116,2,1,1,-1,15,3,3,0,0,0,0,0,1,8,E01015695,3,1,0,1,1
2024010524777,2024,010524777,2,1,1,1,23,5,3,0,0,0,0,0,3,3,E01000977,3,1,0,1,2
2024340NN9112,2024,340NN9112,3,1,1,1,52,8,1,0,0,0,0,0,3,3,E01026982,1,1,0,0,4
2024622400085,2024,622400085,1,1,1,1,18,4,3,0,0,0,0,0,3,-1,-1,-1,0,0.07885,0.92115,-1
2024161529339,2024,161529339,1,1,1,1,66,10,3,0,0,0,0,0,3,1,E01012798,3,1,0,1,1
2024010509474,2024,010509474,1,2,3,2,24,5,3,1,9,0,0,0,0,6,E01000926,3,1,0,1,1
2024010540020,2024,010540020,1,1,1,1,49,8,2,0,0,0,0,0,1,6,E01002957,6,1,1,0,1
2024991493580,2024,991493580,1,1,1,1,20,4,3,0,0,0,0,0,3,3,-1,3,1,0,1,4
2024311506705,2024,311506705,1,2,2,2,18,4,3,0,0,1,0,0,9,1,E01028301,3,1,0,1,1
2024131480597,2024,131480597,2,1,1,1,27,6,3,0,0,0,0,0,9,5,E01027649,3,1,0,1,3
2024131534698,2024,131534698,2,1,1,2,27,6,3,0,0,0,0,0,9,4,E01007360,3,1,0,1,1
2024430012263,2024,430012263,2,1,1,2,81,11,3,0,0,0,0,0,9,10,E01016628,-1,0,0.03046,0.96954,1
2024461423810,2024,461423810,1,2,1,1,18,4,2,0,0,0,0,0,9,4,E01024208,5,1,1,0,1
2024010507347,2024,010507347,2,2,1,1,34,6,2,0,0,0,0,0,9,5,E01035712,7,1,1,0,1
2024010544798,2024,010544798,1,1,3,1,65,9,2,10,9,0,0,0,0,3,E01003624,6,1,1,0,1
2024430604445,2024,430604445,1,1,1,2,42,7,3,0,0,0,0,0,9,8,E01017715,-1,0,0.06339,0.93661,1
2024552401146,2024,552401146,1,1,3,2,40,7,2,8,3,0,0,0,0,6,E01015291,-1,0,1,0,1
2024010550845,2024,010550845,1,1,3,2,50,8,2,9,7,0,0,0,0,5,E01004141,5,1,1,0,1
2024421483678,2024,421483678,2,1,1,1,20,4,2,0,0,0,0,0,5,4,E01021955,6,1,1,0,2
2024141458991,2024,141458991,1,1,2,2,34,6,2,0,0,0,0,0,5,3,E01028339,7,1,1,0,4
2024111423215,2024,111423215,2,1,1,1,43,7,3,0,0,0,0,0,9,4,E01020832,3,1,0,1,1
2024631428516,2024,631428516,1,2,2,2,15,3,2,0,0,2,0,0,9,8,W01000439,7,1,1,0,1
2024010517490,2024,010517490,1,1,1,2,62,9,3,0,0,0,0,0,1,2,E01035708,3,1,0,1,1
2024991522368,2024,991522368,2,2,1,1,37,7,2,0,0,0,0,0,1,3,-1,7,1,1,0,1
2024471397083,2024,471397083,2,1,1,2,43,7,3,0,0,0,0,0,3,7,E01031525,3,1,0,1,2
2024041483697,2024,041483697,1,1,1,1,4,1,3,0,0,0,0,0,1,8,E01024944,3,1,0,1,1
2024010494982,2024,010494982,1,2,2,1,3,1,3,0,0,2,0,0,9,-1,-1,3,1,0,1,-1
2024211522989,2024,211522989,1,2,1,2,44,7,3,0,0,0,0,0,9,-1,-1,3,1,0,1,-1
2024421476438,2024,421476438,2,1,1,1,57,9,3,0,0,0,0,0,9,5,E01021778,3,1,0,1,1
2024440083461,2024,440083461,1,1,2,2,32,6,3,0,0,1,0,0,9,9,E01032849,-1,0,0.04824,0.95176,1
2024991430626,2024,991430626,1,1,2,2,29,6,3,0,0,1,0,0,9,2,-1,3,1,0,1,4
2024548980124,2024,548980124,1,2,2,1,54,8,3,0,0,0,0,0,5,8,E01031865,-1,0,0.25588,0.74412,3
2024320334638,2024,320334638,2,1,1,1,28,6,3,0,0,0,0,0,5,-1,-1,-1,0,0.2014,0.7986,-1
2024201487514,2024,201487514,1,1,3,1,75,10,3,5,1,0,0,-1,0,2,E01010242,3,1,0,1,1
2024991530046,2024,991530046,1,1,3,1,51,8,3,4,3,0,0,-1,0,-1,-1,3,1,0,1,-1
2024131405741,2024,131405741,1,1,2,1,18,4,3,0,0,0,0,0,19,2,E01010716,3,1,0,1,1
2024430171059,2024,430171059,1,1,3,1,41,7,2,1,3,0,0,0,0,-1,-1,-1,0,1,0,-1
2024401513378,2024,401513378,2,1,1,1,28,6,2,0,0,0,0,0,5,9,E01017603,7,1,1,0,1
2024061511019,2024,061511019,1,1,3,2,20,4,3,1,1,0,0,-1,0,1,E01005004,3,1,0,1,1
2024161477425,2024,161477425,1,1,3,1,8,2,3,8,7,0,0,-1,0,-1,-1,3,1,0,1,-1
2024371448331,2024,371448331,1,1,3,2,13,3,3,6,9,0,0,-1,0,4,E01030225,3,1,0,1,1
2024501517336,2024,501517336,2,1,1,1,38,7,2,0,0,0,0,0,1,7,E01019920,5,1,1,0,1
2024520403228,2024,520403228,2,3,2,2,43,7,3,0,0,0,0,0,5,8,E01029201,-1,0,0.16195,0.83805,4
2024211522840,2024,211522840,1,1,1,1,55,8,3,0,0,0,0,0,3,4,E01029820,3,1,0,1,1
2024461528503,2024,461528503,1,1,3,2,6,2,3,10,9,0,0,-1,0,3,E01024742,3,1,0,1,1
2024991406615,2024,991406615,1,1,3,1,15,3,2,4,2,0,0,-1,0,8,-1,5,1,1,0,1
2024010542963,2024,010542963,1,1,3,1,60,9,3,5,1,0,0,0,0,3,E01004403,3,1,0,1,1
2024131532091,2024,131532091,2,2,1,1,32,6,3,0,0,0,0,0,9,7,E01027724,3,1,0,1,3
2024211431287,2024,211431287,1,1,1,1,32,6,3,0,0,0,0,0,9,6,E01023622,3,1,0,1,5
2024351508793,2024,351508793,1,1,1,-1,25,5,2,0,0,0,0,0,9,4,E01015692,5,1,1,0,4
2024631452151,2024,631452151,1,1,1,2,86,11,3,0,0,0,0,0,9,6,W01000487,3,1,0,1,1
2024471434073,2024,471434073,2,1,1,2,22,5,3,0,0,0,0,0,3,4,E01031576,3,1,0,1,1
2024201535757,2024,201535757,1,1,2,2,35,6,3,0,0,1,0,0,9,1,E01009569,3,1,0,1,3
2024371500457,2024,371500457,1,1,1,1,46,8,2,0,0,0,0,0,9,3,E01026621,7,1,1,0,2
2024131416199,2024,131416199,2,1,1,1,23,5,2,0,0,0,0,0,-1,2,E01011334,7,1,1,0,1
2024010535437,2024,010535437,1,1,3,2,15,3,3,4,1,0,0,0,0,2,E01033926,3,1,0,1,1
2024430467903,2024,430467903,1,1,1,1,40,7,3,0,0,0,0,0,1,3,E01016486,-1,0,0.0511,0.9489,1
2024401420242,2024,401420242,1,1,3,2,18,4,3,5,4,0,0,-1,0,2,E01017474,3,1,0,1,1
